"","Admission Date","Company Name","ICB Industry","ICB Super-Sector","Country of Incorporation","World Region","Market","International Issuer","Company Market Cap (£m)"
"","10/05/2005","SERABI GOLD PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","46.24"
"","12/05/1988","SERCO GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","1,934.16"
"","13/12/2005","SERICA ENERGY PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","308.92"
"","18/05/2018","SERINUS ENERGY PLC","Energy","Energy","Jersey","Europe","AIM ","No","24.48"
"","08/06/1995","SEVERFIELD PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","263.1"
"","12/12/1989","SEVERN TRENT PLC","Utilities","Utilities","United Kingdom","Europe","MAIN MARKET ","No","6,136.71"
"","20/10/1987","SHAFTESBURY PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","2,763.68"
"","11/07/2005","SHANTA GOLD LIMITED","Basic Materials","Basic Resources","Guernsey","Europe","AIM ","No","85.63"
"","15/05/2008","SHARE PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","41.66"
"","01/02/2005","SHEARWATER GROUP PLC","","","United Kingdom","Europe","AIM ","No","51.51"
"","18/12/2017","SHEFA GEMS LTD","Basic Materials","Basic Resources","Israel","Middle East","MAIN MARKET ","Yes","6.03"
"","07/05/2013","SHERBORNE INVESTORS (GUERNSEY) B LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","28.31"
"","12/07/2017","SHERBORNE INVESTORS (GUERNSEY) C LIMITED","","","Guernsey","Europe","MAIN MARKET ","No","407.75"
"","26/02/2016","SHIELD THERAPEUTICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","191.44"
"","26/01/1972","SHIRES INCOME PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","86.48"
"","23/05/2014","SHOE ZONE PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","AIM ","No","92.48"
"","27/04/2000","SIGMA CAPITAL GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","101.57"
"","03/08/2005","SIGMAROC PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","129.41"
"","11/11/1960","SIGNATURE AVIATION PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","2,410.13"
"","18/05/1989","SIG PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","547.19"
"","05/01/2010","SILENCE THERAPEUTICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","310.35"
"","20/02/2014","SIMEC ATLANTIS ENERGY LIMITED","Energy","Energy","Singapore","Asia","AIM ","Yes","45.05"
"","02/11/2006","SIMIGON LTD.","Technology","Technology","Israel","Middle East","AIM ","Yes","3.69"
"","01/08/2005","SIRIUS MINERALS PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","385.06"
"","04/05/2007","SIRIUS REAL ESTATE LD","Real Estate","Real Estate ","Guernsey","Europe","MAIN MARKET ","No","938.69"
"","14/02/2005","SISTEMA PJSFC","Telecommunications","Telecommunications","Russian Federation","Europe","MAIN MARKET ","Yes","-"
"","05/04/2017","SKINBIOTHERAPEUTICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","15.69"
"","03/04/1995","SK TELECOM CO LD","Telecommunications","Telecommunications","South Korea","Asia","MAIN MARKET ","Yes","-"
"","24/05/2005","SLINGSBY (H.C.) PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","0.65"
"","25/03/1973","SMART (J.) & CO. (CONTRACTORS) PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","53.69"
"","08/07/2011","SMART METERING SYSTEMS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","580.32"
"","06/09/2006","SMARTSPACE SOFTWARE PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","8.76"
"","30/11/2015","SME CREDIT REALISATION FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","218.11"
"","02/07/2012","SMITH (DS) PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","4,675.76"
"","13/08/1951","SMITH & NEPHEW PLC","Health Care ","Health Care  ","United Kingdom","Europe","MAIN MARKET ","No","15,983.16"
"","20/12/1950","SMITHS GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","6,693.74"
"","19/10/2018","SMITHSON INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,512.50"
"","20/03/2007","SMURFIT KAPPA GROUP PLC","Industrials","Industrial Goods and Services","Ireland","Europe","MAIN MARKET ","Yes","6,256.46"
"","04/07/2014","SOCIETATEA ENERGETICA ELECTRICA SA","Utilities","Utilities","Romania","Europe","MAIN MARKET ","Yes","-"
"","12/11/2013","SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" S.A.","Energy","Energy","Romania","Europe","MAIN MARKET ","Yes","-"
"","13/11/2015","SOFTCAT PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","2,292.30"
"","10/02/2006","SOLGOLD PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","368.51"
"","26/06/1996","SOLID STATE PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","52.18"
"","12/04/2007","SOLO OIL PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","15.32"
"","01/11/2006","SOMERO ENTERPRISE INC.","Industrials","Industrial Goods and Services","United States","North America","AIM ","Yes","151.29"
"","10/09/1996","SOPHEON PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","80.89"
"","26/06/2015","SOPHOS GROUP PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","2,747.82"
"","31/03/2005","SOSANDAR PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","AIM ","No","31.35"
"","13/07/2006","SOUND ENERGY PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","19.17"
"","26/05/2015","SOUTH32 LIMITED","Basic Materials","Basic Resources","Australia","Pacific","MAIN MARKET ","Yes","6,405.91"
"","31/12/2004","SPACEANDPEOPLE PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","2.34"
"","25/07/2011","SPECTRA SYSTEMS CORPORATION","Industrials","Industrial Goods and Services","United States","North America","AIM ","Yes","71.99"
"","29/11/1988","SPECTRIS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","3,069.28"
"","18/10/1993","SPEEDY HIRE PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","418.21"
"","17/05/2017","SPINNAKER OPPORTUNITIES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.37"
"","03/06/2013","SPIRAX-SARCO ENGINEERING PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","6,571.06"
"","23/07/2014","SPIRE HEALTHCARE GROUP PLC","Health Care ","Health Care  ","United Kingdom","Europe","MAIN MARKET ","No","525.42"
"","13/07/1955","SPIRENT COMMUNICATIONS PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","1,355.01"
"","18/07/2007","SPITFIRE OIL LIMITED","Energy","Energy","Bermuda","North America","AIM ","Yes","0.66"
"","05/09/2000","SPORTECH PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","60.4"
"","16/10/2017","SPRINGFIELD PROPERTIES PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","140.19"
"","14/07/2014","SQN ASSET FINANCE INCOME FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","286.45"
"","23/09/2015","SQN SECURED INCOME FUND PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","44.94"
"","02/11/2005","SRT MARINE SYSTEMS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","77.42"
"","18/06/1991","SSE PLC","Utilities","Utilities","United Kingdom","Europe","MAIN MARKET ","No","15,597.14"
"","15/07/2014","SSP GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","2,880.98"
"","08/12/2004","STAFFLINE GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","44.12"
"","27/04/1993","STAGECOACH GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","751.01"
"","02/02/1970","STANDARD CHARTERED PLC","Financials","Banks","United Kingdom","Europe","MAIN MARKET ","No","20,168.10"
"","10/07/2006","STANDARD LIFE ABERDEEN PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","7,051.25"
"","19/12/2003","STANDARD LIFE INVESTMENTS PROPERTY INCOME TRUST LD","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","400.59"
"","29/05/2001","STANDARD LIFE PRIVATE EQUITY TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","605.76"
"","19/08/1993","STANDARD LIFE UK SMALLER COMPANIES TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","604.6"
"","19/09/2000","STANLEY GIBBONS GROUP PLC","Consumer Discretionary","Retail ","Jersey","Europe","AIM ","No","14"
"","27/02/2013","STARCOM PLC","Technology","Technology","Jersey","Europe","AIM ","No","3.97"
"","31/01/2019","STARCREST EDUCATION THE BELT & ROAD LIMITED","Financials","Financial Services ","Cayman Islands","North America","MAIN MARKET ","Yes","9.06"
"","23/10/2007","STAR PHOENIX GROUP LTD","Energy","Energy","Australia","Pacific","AIM ","Yes","2.3"
"","05/09/2000","STARVEST PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","1.82"
"","17/12/2012","STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","421.48"
"","11/10/1996","STATE BANK OF INDIA","Financials","Banks","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","15/03/1996","STEEL AUTHORITY OF INDIA LD","Basic Materials","Basic Resources","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","15/06/2018","STENPROP LIMITED","Real Estate","Real Estate ","Guernsey","Europe","MAIN MARKET ","No","363.58"
"","15/09/2005","STEPPE CEMENT LTD","Industrials","Construction and Materials","Malaysia","Asia","AIM ","Yes","72.27"
"","21/10/2002","STERLING ENERGY PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","20.19"
"","16/11/2005","STHREE PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","484.63"
"","12/09/1949","STILFONTEIN GOLD MINING CO LD","","","South Africa","Africa","MAIN MARKET ","Yes","0"
"","13/09/2006","ST JAMES HOUSE PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","1"
"","27/08/1996","ST. JAMES'S PLACE PLC","Financials","Insurance","United Kingdom","Europe","MAIN MARKET ","No","6,118.12"
"","28/03/2007","STM GROUP PLC","Financials","Financial Services ","Isle of Man","Europe","AIM ","No","17.19"
"","28/04/1986","ST.MODWEN PROPERTIES PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","1,096.32"
"","20/09/2007","STOBART GROUP LD","Industrials","Industrial Goods and Services","Guernsey","Europe","MAIN MARKET ","No","382.15"
"","25/10/2013","STOCK SPIRITS GROUP PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","MAIN MARKET ","No","409"
"","16/04/2007","ST PETER PORT CAPITAL LIMITED","Financials","Financial Services ","Guernsey","Europe","AIM ","No","2.79"
"","13/01/2017","STRANGER HOLDINGS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","2"
"","19/07/2005","STRATEGIC EQUITY CAPITAL PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","163.94"
"","08/06/2011","STRATEGIC MINERALS PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","10.27"
"","08/08/2017","STRIX GROUP PLC","Industrials","Industrial Goods and Services","Isle of Man","Europe","AIM ","No","344.28"
"","01/10/1963","STUDIO RETAIL GROUP PLC ","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","203.14"
"","25/03/1973","STV GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","MAIN MARKET ","No","163.43"
"","09/03/2007","SUBEX LIMITED","Technology","Technology","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","19/10/2018","SUMMERWAY CAPITAL PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","5.98"
"","26/02/2014","SUMMIT PROPERTIES LIMITED","Real Estate","Real Estate ","Guernsey","Europe","AIM ","No","537.13"
"","14/10/2004","SUMMIT THERAPEUTICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","72.27"
"","21/12/2017","SUMO GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","289.15"
"","16/03/2001","SUNPLUS TECHNOLOGY CO LD","Technology","Technology","Taiwan","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","06/06/2005","SUNRISE RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","3.89"
"","24/03/2010","SUPERDRY PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","314.73"
"","21/07/2017","SUPERMARKET INCOME REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","363.21"
"","06/10/1961","S & U PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","266.56"
"","23/03/2015","SURESERVE GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","78.68"
"","19/01/2018","SURE VENTURES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","5.24"
"","24/09/2002","SURFACE TRANSFORMS PLC","Consumer Discretionary","Automobiles and Parts","United Kingdom","Europe","AIM ","No","36.75"
"","07/07/1998","SURGICAL INNOVATIONS GROUP PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","17.89"
"","27/09/2004","SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY","Energy","Energy","Russian Federation","Europe","ADMISSION TO TRADING ONLY ","Yes","-"
"","23/12/1996","SUTTON HARBOUR GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","28.41"
"","18/10/2000","SVM UK EMERGING FUND PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","6.17"
"","25/03/2011","SYLVANIA PLATINUM LIMITED","Basic Materials","Basic Resources","Bermuda","North America","AIM ","Yes","112.76"
"","30/11/2001","SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","15.05"
"","03/08/2007","SYMPHONY INTERNATIONAL HOLDINGS LD","Financials","Financial Services ","British Virgin Islands","North America","MAIN MARKET ","Yes","227.83"
"","26/10/2004","SYNAIRGEN PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","11.76"
"","26/10/2012","SYNCONA LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","1,420.24"
"","15/01/2002","SYNECTICS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","26.69"
"","14/10/1971","SYNTHOMER PLC","Basic Materials","Chemicals","United Kingdom","Europe","MAIN MARKET ","No","1,435.15"
"","14/01/2013","SYSGROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","16.06"
"","05/12/2006","SYSTEM1 GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","35.53"
"","29/03/2010","TALKTALK TELECOM GROUP PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","1,358.33"
"","27/09/2000","TANDEM GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","10.35"
"","30/12/2003","TANFIELD GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","4.04"
"","07/08/2019","TARGET HEALTHCARE REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","548.99"
"","22/11/2019","TASEKO MINES LIMITED","Basic Materials","Basic Resources","Canada","North America","MAIN MARKET ","Yes","110.79"
"","04/07/2006","TASTY PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","5.78"
"","05/06/2000","TATA GLOBAL BEVERAGES LD","Consumer Staples ","Food, Beverage and Tobacco ","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","28/07/2009","TATA POWER COMPANY LIMITED","Utilities","Utilities","India","Asia","ADMISSION TO TRADING ONLY ","Yes","-"
"","27/07/2009","TATA STEEL LIMITED","Basic Materials","Basic Resources","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","09/12/1938","TATE & LYLE PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","MAIN MARKET ","No","3,715.90"
"","06/07/2017","TATTON ASSET MANAGEMENT PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","152.07"
"","05/10/2009","TATUNG CO. LTD","Technology","Technology","Taiwan","Asia","ADMISSION TO TRADING ONLY ","Yes","-"
"","13/02/2015","TAVISTOCK INVESTMENTS PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","11.51"
"","07/03/1947","TAYLOR WIMPEY PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","7,061.97"
"","10/08/2016","TBC BANK GROUP PLC","Financials","Banks","United Kingdom","Europe","MAIN MARKET ","No","683.93"
"","08/09/1949","TCLARKE PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","57.02"
"","25/10/2013","TCS GROUP HOLDING PLC","Financials","Banks","Cyprus","Europe","MAIN MARKET ","Yes","-"
"","23/05/2018","TEAM17 GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","657.01"
"","24/07/1997","TED BAKER PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","99.56"
"","04/04/2014","TEKCAPITAL PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","3.82"
"","20/06/2018","TEKMAR GROUP PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","84.07"
"","14/12/2005","TELECOM EGYPT S.A.E.","Telecommunications","Telecommunications","Egypt","Middle East","MAIN MARKET ","Yes","-"
"","26/07/2000","TELECOM PLUS PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","1,187.25"
"","04/04/2005","TELIT COMMUNICATIONS PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","200.63"
"","15/04/1952","TEMPLE BAR INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","878.71"
"","19/06/1989","TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,936.95"
"","13/04/2017","TEN ENTERTAINMENT GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","202.8"
"","22/11/2017","TEN LIFESTYLE GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","103.64"
"","27/07/2007","TERN PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","24.98"
"","18/11/1999","TERTIARY MINERALS PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","1.05"
"","23/12/1947","TESCO PLC","Consumer Staples ","Personal Care, Drug and Grocery Stores ","United Kingdom","Europe","MAIN MARKET ","No","24,180.14"
"","09/11/2015","TETRAGON FINANCIAL GROUP LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","823.53"
"","01/12/1971","TEX HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","0"
"","29/07/2008","THALASSA HOLDINGS LIMITED","Energy","Energy","British Virgin Islands","North America","MAIN MARKET ","Yes","10.23"
"","08/06/2016","THARISA PLC","Basic Materials","Basic Resources","Cyprus","Europe","MAIN MARKET ","Yes","209.25"
"","07/01/2020","THE BARKBY GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","53.42"
"","03/07/2008","THE COMMERCIAL BANK OF QATAR (Q.S.C.)","Financials","Banks","Qatar","Middle East","MAIN MARKET ","Yes","-"
"","20/10/2014","THE FULHAM SHORE PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","64.28"
"","09/11/2015","THE GYM GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","408.07"
"","02/05/2007","THE LOCAL SHOPPING REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","7.11"
"","13/04/2006","THE MISSION GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","74.42"
"","04/12/2018","THE PANOPLY HOLDINGS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","39.36"
"","05/12/2019","THE PEBBLE GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","259.55"
"","29/07/2013","THE RENEWABLES INFRASTRUCTURE GROUP LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","2,156.99"
"","27/03/2019","THE SCHIEHALLION FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","439.89"
"","04/04/2018","THE SIMPLYBIZ GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","219.21"
"","19/07/2018","THEWORKS.CO.UK PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","28.13"
"","02/12/2016","THINKSMART LIMITED","Financials","Financial Services ","Australia","Pacific","AIM ","Yes","21.09"
"","25/07/2007","THIRD POINT OFFSHORE INVESTORS LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","1,012.36"
"","29/06/2005","THOR MINING PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","3.39"
"","06/01/2006","THORPE (F.W.) PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","388.54"
"","04/03/2010","THRUVISION GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","39.85"
"","25/10/2017","TI FLUID SYSTEMS PLC","Consumer Discretionary","Automobiles and Parts","United Kingdom","Europe","MAIN MARKET ","No","1,233.04"
"","22/01/2001","TIGER RESOURCE PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","0.51"
"","14/06/2016","TIME OUT GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","178.18"
"","29/06/2010","TISSUE REGENIX GROUP PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","12.31"
"","25/01/1996","TITON HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","13.02"
"","24/04/2014","TIZIANA LIFE SCIENCES PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","54.66"
"","30/11/2015","TLOU ENERGY LIMITED","Energy","Energy","Australia","Pacific","AIM ","Yes","15.98"
"","10/12/2010","TMT INVESTMENTS PLC","Financials","Financial Services ","Jersey","Europe","AIM ","No","89.45"
"","24/01/2017","TOC PROPERTY BACKED LENDING TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","27.87"
"","21/07/2011","TOMCO ENERGY PLC","Energy","Energy","Isle of Man","Europe","AIM ","No","0.83"
"","10/05/2016","TOOPLE PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","1.17"
"","02/06/1997","TOPPS TILES PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","152.07"
"","01/04/2016","TOTALLY PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","25.28"
"","02/01/2007","TOTAL PRODUCE PLC","Consumer Staples ","Personal Care, Drug and Grocery Stores ","Ireland","Europe","AIM ","Yes","446.75"
"","26/09/1973","TOTAL S.A.","Energy","Energy","France","Europe","MAIN MARKET ","Yes","96,332.23"
"","24/10/2005","TOUCHSTAR PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","3.73"
"","26/06/2017","TOUCHSTONE EXPLORATION INC","Energy","Energy","Canada","North America","AIM ","Yes","44.19"
"","17/01/2006","TOWER RESOURCES PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","5.3"
"","21/09/1960","TOWN CENTRE SECURITIES PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","118.88"
"","29/09/1999","TOYOTA MOTOR CORPORATION","Consumer Discretionary","Automobiles and Parts","Japan","Asia","MAIN MARKET ","Yes","161,925.51"
"","04/07/2001","TP GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","56.88"
"","19/12/2006","TP ICAP PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","2,235.88"
"","31/07/2018","TRACKWISE DESIGNS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","14.03"
"","05/08/2008","TRACSIS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","220.41"
"","16/07/2013","TRAFALGAR PROPERTY GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","0.71"
"","21/06/2019","TRAINLINE PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","2,268.81"
"","29/11/2005","TRAKM8 HOLDINGS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","9.75"
"","15/12/1999","TRANSENSE TECHNOLOGIES PLC","Consumer Discretionary","Automobiles and Parts","United Kingdom","Europe","AIM ","No","10.93"
"","29/06/2018","TRANSGLOBE ENERGY CORPORATION","Energy","Energy","Canada","North America","AIM ","Yes","70.73"
"","25/11/2003","TRANS-SIBERIAN GOLD PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","46.63"
"","19/09/1986","TRAVIS PERKINS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","3,912.01"
"","10/05/1989","TREATT PLC","Basic Materials","Chemicals","United Kingdom","Europe","MAIN MARKET ","No","305.95"
"","28/05/2014","TREMOR INTERNATIONAL LTD","Consumer Discretionary","Media","Israel","Middle East","AIM ","Yes","266.6"
"","06/09/1990","TR EUROPEAN GROWTH TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","471.02"
"","21/03/1996","TRIAD GROUP PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","5.75"
"","27/09/2018","TRIAN INVESTORS 1 LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","276"
"","08/07/2002","TRIBAL GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","145.13"
"","05/12/2001","TRICORN GROUP PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","3.77"
"","28/09/2018","TRIDENT RESOURCES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","3.85"
